Transaction,Item,period_day,weekday_weekend
7625,Coffee,morning,weekend
7626,Bread,morning,weekend
7626,Coffee,morning,weekend
7627,Coffee,morning,weekend
7627,Coffee,morning,weekend
7627,Hot chocolate,morning,weekend
7627,Muffin,morning,weekend
7628,Bread,morning,weekend
7629,Farm House,morning,weekend
7630,Coffee,morning,weekend
7630,Tiffin,morning,weekend
7631,Coffee,morning,weekend
7631,Coffee,morning,weekend
7631,Toast,morning,weekend
7631,Pastry,morning,weekend
7631,Scone,morning,weekend
7632,Coffee,morning,weekend
7633,Jam,morning,weekend
7634,Pastry,morning,weekend
7634,Cake,morning,weekend
7634,Coffee,morning,weekend
7635,Soup,morning,weekend
7635,Coffee,morning,weekend
7635,Juice,morning,weekend
7635,Tea,morning,weekend
7636,Pastry,morning,weekend
7637,Coffee,morning,weekend
7638,Jammie Dodgers,morning,weekend
7638,Coffee,morning,weekend
7639,Coffee,afternoon,weekend
7640,Coffee,afternoon,weekend
7641,Muffin,afternoon,weekend
7642,Coffee,afternoon,weekend
7642,Cake,afternoon,weekend
7642,Muffin,afternoon,weekend
7643,Pastry,afternoon,weekend
7643,Bread,afternoon,weekend
7644,Coffee,afternoon,weekend
7644,Pastry,afternoon,weekend
7644,Bread,afternoon,weekend
7645,Hot chocolate,afternoon,weekend
7646,Juice,afternoon,weekend
7646,Cake,afternoon,weekend
7646,Coffee,afternoon,weekend
7647,Coke,afternoon,weekend
7647,Sandwich,afternoon,weekend
7648,Sandwich,afternoon,weekend
7648,Smoothies,afternoon,weekend
7649,Coffee,afternoon,weekend
7649,Coffee,afternoon,weekend
7650,Scone,afternoon,weekend
7651,Cake,afternoon,weekend
7651,Bread,afternoon,weekend
7651,Coffee,afternoon,weekend
7651,Juice,afternoon,weekend
7652,Cake,afternoon,weekend
7652,Coffee,afternoon,weekend
7652,Tea,afternoon,weekend
7653,Truffles,afternoon,weekend
7653,Coffee,afternoon,weekend
7653,Cake,afternoon,weekend
7653,Pastry,afternoon,weekend
7653,Sandwich,afternoon,weekend
7654,Tiffin,afternoon,weekend
7655,Coffee,afternoon,weekend
7655,Cake,afternoon,weekend
7656,Cake,afternoon,weekend
7656,Scone,afternoon,weekend
7656,Medialuna,afternoon,weekend
7656,Soup,afternoon,weekend
7656,Coffee,afternoon,weekend
7656,Coffee,afternoon,weekend
7656,Tea,afternoon,weekend
7657,Coffee,afternoon,weekend
7658,Bread,afternoon,weekend
7658,Coffee,afternoon,weekend
7659,Coffee,afternoon,weekend
7659,Medialuna,afternoon,weekend
7659,Pastry,afternoon,weekend
7660,Jammie Dodgers,afternoon,weekend
7660,Tiffin,afternoon,weekend
7661,Coffee,afternoon,weekend
7661,Bread,afternoon,weekend
7661,Alfajores,afternoon,weekend
7663,Afternoon with the baker,evening,weekend
7664,Afternoon with the baker,evening,weekend
7665,Afternoon with the baker,evening,weekend
7666,Afternoon with the baker,evening,weekend
7666,Afternoon with the baker,evening,weekend
7667,Afternoon with the baker,evening,weekend
7668,Jammie Dodgers,morning,weekday
7669,Coffee,morning,weekday
7670,Coffee,morning,weekday
7671,Coffee,morning,weekday
7671,Bread,morning,weekday
7672,Coffee,morning,weekday
7673,Bread,morning,weekday
7674,Bread,morning,weekday
7675,Coffee,morning,weekday
7675,Pastry,morning,weekday
7676,Bread,morning,weekday
7677,Tea,morning,weekday
7677,Pastry,morning,weekday
7678,Pastry,morning,weekday
7679,Tea,morning,weekday
7680,Coffee,morning,weekday
7681,Farm House,morning,weekday
7682,Coffee,morning,weekday
7683,Cookies,morning,weekday
7683,Pastry,morning,weekday
7683,Coffee,morning,weekday
7683,Coffee,morning,weekday
7684,Bread,morning,weekday
7684,Coffee,morning,weekday
7684,Toast,morning,weekday
7685,Tea,morning,weekday
7685,Coffee,morning,weekday
7685,Cake,morning,weekday
7686,Toast,morning,weekday
7686,Coffee,morning,weekday
7687,Coffee,morning,weekday
7687,Toast,morning,weekday
7688,Bread,morning,weekday
7689,Bread,morning,weekday
7690,Bread,morning,weekday
7691,Farm House,morning,weekday
7691,Cake,morning,weekday
7692,Soup,morning,weekday
7692,Coffee,morning,weekday
7693,Coffee,afternoon,weekday
7694,Bread,afternoon,weekday
7694,Sandwich,afternoon,weekday
7695,Bread,afternoon,weekday
7696,Juice,afternoon,weekday
7696,Coffee,afternoon,weekday
7696,Sandwich,afternoon,weekday
7696,Cake,afternoon,weekday
7697,Bread,afternoon,weekday
7698,Tea,afternoon,weekday
7699,Cake,afternoon,weekday
7699,Bread,afternoon,weekday
7700,Chicken Stew,afternoon,weekday
7700,Coffee,afternoon,weekday
7701,Coffee,afternoon,weekday
7702,Coffee,afternoon,weekday
7702,Salad,afternoon,weekday
7703,Soup,afternoon,weekday
7703,Bread,afternoon,weekday
7704,Bread,afternoon,weekday
7704,Cake,afternoon,weekday
7705,Bread,afternoon,weekday
7706,Coffee,afternoon,weekday
7706,Coffee,afternoon,weekday
7706,Cake,afternoon,weekday
7706,Sandwich,afternoon,weekday
7706,Sandwich,afternoon,weekday
7707,Cake,afternoon,weekday
7707,Truffles,afternoon,weekday
7707,Tea,afternoon,weekday
7707,Coffee,afternoon,weekday
7707,Salad,afternoon,weekday
7707,Chicken Stew,afternoon,weekday
7708,Coffee,afternoon,weekday
7708,Juice,afternoon,weekday
7708,Drinking chocolate spoons ,afternoon,weekday
7709,Bread,afternoon,weekday
7709,Sandwich,afternoon,weekday
7709,Coffee,afternoon,weekday
7709,Coffee,afternoon,weekday
7709,Soup,afternoon,weekday
7709,Cake,afternoon,weekday
7710,Juice,afternoon,weekday
7711,Tea,afternoon,weekday
7712,Bread,afternoon,weekday
7713,Tea,afternoon,weekday
7713,Hot chocolate,afternoon,weekday
7713,Cake,afternoon,weekday
7714,Tea,afternoon,weekday
7714,Coffee,afternoon,weekday
7714,Toast,afternoon,weekday
7714,Pastry,afternoon,weekday
7715,Coffee,afternoon,weekday
7715,Cake,afternoon,weekday
7716,Afternoon with the baker,afternoon,weekday
7717,Bread,morning,weekday
7718,Coffee,morning,weekday
7719,Toast,morning,weekday
7719,Coffee,morning,weekday
7720,Bread,morning,weekday
7720,Cookies,morning,weekday
7720,Pastry,morning,weekday
7721,Coke,morning,weekday
7722,Coffee,morning,weekday
7723,Coffee,morning,weekday
7723,Tea,morning,weekday
7724,Bread,morning,weekday
7724,Pastry,morning,weekday
7725,Coffee,morning,weekday
7726,Coffee,morning,weekday
7727,Bread,morning,weekday
7727,Pastry,morning,weekday
7728,Baguette,morning,weekday
7729,Bread,morning,weekday
7730,Coffee,morning,weekday
7731,Tea,morning,weekday
7731,Coffee,morning,weekday
7732,Coffee,morning,weekday
7732,Coffee,morning,weekday
7732,Granola,morning,weekday
7733,Coffee,morning,weekday
7734,Bread,morning,weekday
7735,Bread,morning,weekday
7735,Sandwich,morning,weekday
7736,Coffee,morning,weekday
7737,Coffee,morning,weekday
7738,Bread,morning,weekday
7738,Toast,morning,weekday
7739,Hot chocolate,morning,weekday
7739,Coffee,morning,weekday
7739,Pastry,morning,weekday
7739,Cookies,morning,weekday
7740,Coffee,morning,weekday
7740,Coffee,morning,weekday
7740,Bread,morning,weekday
7740,Cookies,morning,weekday
7741,Baguette,morning,weekday
7742,Bread,morning,weekday
7742,Tea,morning,weekday
7743,Coffee,morning,weekday
7744,Coffee,morning,weekday
7745,Bread,morning,weekday
7746,Coffee,afternoon,weekday
7746,Bread,afternoon,weekday
7746,Pastry,afternoon,weekday
7747,Bread,afternoon,weekday
7748,Pastry,afternoon,weekday
7748,Coffee,afternoon,weekday
7748,Bread,afternoon,weekday
7748,Spanish Brunch,afternoon,weekday
7749,Soup,afternoon,weekday
7749,Coffee,afternoon,weekday
7749,Coffee,afternoon,weekday
7750,Bread,afternoon,weekday
7750,Salad,afternoon,weekday
7750,Spanish Brunch,afternoon,weekday
7750,Jam,afternoon,weekday
7751,Tea,afternoon,weekday
7751,Soup,afternoon,weekday
7753,Coffee,afternoon,weekday
7753,Soup,afternoon,weekday
7753,Sandwich,afternoon,weekday
7754,Hot chocolate,afternoon,weekday
7754,Coffee,afternoon,weekday
7754,Sandwich,afternoon,weekday
7754,Cake,afternoon,weekday
7755,Coffee,afternoon,weekday
7755,Salad,afternoon,weekday
7755,Tiffin,afternoon,weekday
7756,Hot chocolate,afternoon,weekday
7756,Coffee,afternoon,weekday
7756,Sandwich,afternoon,weekday
7756,Cake,afternoon,weekday
7757,Coffee,afternoon,weekday
7757,Soup,afternoon,weekday
7757,Spanish Brunch,afternoon,weekday
7758,Cookies,afternoon,weekday
7759,Farm House,afternoon,weekday
7760,Farm House,afternoon,weekday
7760,Soup,afternoon,weekday
7760,Salad,afternoon,weekday
7760,Spanish Brunch,afternoon,weekday
7760,Toast,afternoon,weekday
7760,Coffee,afternoon,weekday
7760,Coffee,afternoon,weekday
7761,Fudge,afternoon,weekday
7762,Chicken Stew,afternoon,weekday
7762,Tea,afternoon,weekday
7763,Farm House,afternoon,weekday
7764,Cake,afternoon,weekday
7764,Tiffin,afternoon,weekday
7764,Coffee,afternoon,weekday
7764,Coffee,afternoon,weekday
7765,Spanish Brunch,afternoon,weekday
7765,Tea,afternoon,weekday
7766,Bread,afternoon,weekday
7767,Coffee,afternoon,weekday
7768,Pastry,afternoon,weekday
7768,Tiffin,afternoon,weekday
7768,Truffles,afternoon,weekday
7768,Bread,afternoon,weekday
7768,Soup,afternoon,weekday
7769,Bread,afternoon,weekday
7770,Bread,afternoon,weekday
7770,Pastry,afternoon,weekday
7771,Coffee,afternoon,weekday
7771,Cake,afternoon,weekday
7772,Tea,afternoon,weekday
7772,Tea,afternoon,weekday
7772,Cake,afternoon,weekday
7772,Cake,afternoon,weekday
7773,Cake,afternoon,weekday
7773,Tea,afternoon,weekday
7774,Hot chocolate,morning,weekday
7774,Coffee,morning,weekday
7774,Bread,morning,weekday
7775,Bread,morning,weekday
7776,Bread,morning,weekday
7776,Bread,morning,weekday
7777,Bread,morning,weekday
7778,Bread,morning,weekday
7778,Pastry,morning,weekday
7779,Pastry,morning,weekday
7779,Coffee,morning,weekday
7780,Medialuna,morning,weekday
7780,Bread,morning,weekday
7781,Toast,morning,weekday
7781,Bread,morning,weekday
7782,Bread,morning,weekday
7783,Coffee,morning,weekday
7783,Coffee,morning,weekday
7783,Cake,morning,weekday
7784,Tea,morning,weekday
7784,Tea,morning,weekday
7784,Bread,morning,weekday
7784,Coffee,morning,weekday
7784,Pastry,morning,weekday
7785,Bread,morning,weekday
7786,Pastry,morning,weekday
7787,Bread,morning,weekday
7788,Baguette,morning,weekday
7789,Coffee,afternoon,weekday
7789,Coffee,afternoon,weekday
7789,Pastry,afternoon,weekday
7790,Bread,afternoon,weekday
7791,Coffee,afternoon,weekday
7791,Coffee,afternoon,weekday
7792,Coffee,afternoon,weekday
7792,Coffee,afternoon,weekday
7792,Chicken Stew,afternoon,weekday
7792,Salad,afternoon,weekday
7793,Bread,afternoon,weekday
7794,Soup,afternoon,weekday
7795,Truffles,afternoon,weekday
7795,Coffee,afternoon,weekday
7795,Sandwich,afternoon,weekday
7795,Sandwich,afternoon,weekday
7795,Bread,afternoon,weekday
7796,Soup,afternoon,weekday
7796,Soup,afternoon,weekday
7796,Mineral water,afternoon,weekday
7796,Farm House,afternoon,weekday
7797,Bread,afternoon,weekday
7798,Coffee,afternoon,weekday
7798,Tea,afternoon,weekday
7798,Soup,afternoon,weekday
7799,Chicken Stew,afternoon,weekday
7800,Coffee,afternoon,weekday
7801,Cake,afternoon,weekday
7801,Jammie Dodgers,afternoon,weekday
7802,Bread,afternoon,weekday
7803,Coffee,afternoon,weekday
7803,Coffee,afternoon,weekday
7803,Coffee,afternoon,weekday
7803,Tea,afternoon,weekday
7803,Cake,afternoon,weekday
7803,Scone,afternoon,weekday
7803,Sandwich,afternoon,weekday
7803,Sandwich,afternoon,weekday
7804,Baguette,afternoon,weekday
7805,Tea,afternoon,weekday
7805,Juice,afternoon,weekday
7805,Scone,afternoon,weekday
7805,Cake,afternoon,weekday
7806,Bread,afternoon,weekday
7806,Pastry,afternoon,weekday
7807,Coffee,evening,weekday
7807,Tiffin,evening,weekday
7807,Cake,evening,weekday
7807,Truffles,evening,weekday
7808,Coffee,morning,weekday
7808,Jammie Dodgers,morning,weekday
7809,Coffee,morning,weekday
7809,Toast,morning,weekday
7810,Bread,morning,weekday
7811,Pastry,morning,weekday
7811,Coffee,morning,weekday
7812,Coffee,morning,weekday
7813,Coffee,morning,weekday
7813,Toast,morning,weekday
7813,Bread,morning,weekday
7814,Baguette,morning,weekday
7815,Coffee,morning,weekday
7815,Toast,morning,weekday
7816,Coffee,morning,weekday
7816,Tea,morning,weekday
7816,Cake,morning,weekday
7816,Bread,morning,weekday
7817,Bread,morning,weekday
7817,Hot chocolate,morning,weekday
7818,Coffee,morning,weekday
7818,Baguette,morning,weekday
7819,Tiffin,morning,weekday
7819,Cake,morning,weekday
7820,Coffee,morning,weekday
7821,Coffee,morning,weekday
7822,Cake,morning,weekday
7822,Juice,morning,weekday
7823,Bread,morning,weekday
7824,Coffee,morning,weekday
7824,Tiffin,morning,weekday
7825,Tea,afternoon,weekday
7825,Sandwich,afternoon,weekday
7826,Sandwich,afternoon,weekday
7826,Tea,afternoon,weekday
7827,Coffee,afternoon,weekday
7827,Chicken Stew,afternoon,weekday
7828,Sandwich,afternoon,weekday
7828,Cookies,afternoon,weekday
7829,Salad,afternoon,weekday
7829,Coffee,afternoon,weekday
7829,Juice,afternoon,weekday
7830,Tea,afternoon,weekday
7830,Bread,afternoon,weekday
7830,Salad,afternoon,weekday
7830,Sandwich,afternoon,weekday
7831,Bread,afternoon,weekday
7831,Pastry,afternoon,weekday
7831,Truffles,afternoon,weekday
7832,Bread,afternoon,weekday
7832,Scandinavian,afternoon,weekday
7833,Chicken Stew,afternoon,weekday
7833,Coffee,afternoon,weekday
7834,Soup,afternoon,weekday
7835,Coffee,afternoon,weekday
7835,Sandwich,afternoon,weekday
7836,Cookies,afternoon,weekday
7836,Soup,afternoon,weekday
7837,Christmas common,afternoon,weekday
7838,Coffee,afternoon,weekday
7839,Soup,afternoon,weekday
7839,Sandwich,afternoon,weekday
7839,Coffee,afternoon,weekday
7839,Medialuna,afternoon,weekday
7840,Coffee,afternoon,weekday
7840,Coffee,afternoon,weekday
7840,Hot chocolate,afternoon,weekday
7840,Coffee,afternoon,weekday
7840,Pastry,afternoon,weekday
7840,Cake,afternoon,weekday
7841,Coffee,afternoon,weekday
7842,Pastry,afternoon,weekday
7843,Bread,afternoon,weekday
7843,Coffee,afternoon,weekday
7843,Pastry,afternoon,weekday
7843,Chicken Stew,afternoon,weekday
7844,Coffee,afternoon,weekday
7845,Tea,afternoon,weekday
7845,Cake,afternoon,weekday
7846,Truffles,afternoon,weekday
7846,Spanish Brunch,afternoon,weekday
7846,Cake,afternoon,weekday
7846,Coffee,afternoon,weekday
7847,Truffles,afternoon,weekday
7847,Spanish Brunch,afternoon,weekday
7847,Cake,afternoon,weekday
7848,Bread,afternoon,weekday
7848,Tea,afternoon,weekday
7848,Scone,afternoon,weekday
7849,Coke,afternoon,weekday
7849,Tea,afternoon,weekday
7850,Tea,afternoon,weekday
7850,Cake,afternoon,weekday
7851,Coke,afternoon,weekday
7852,Bread,afternoon,weekday
7852,Cake,afternoon,weekday
7852,Coffee,afternoon,weekday
7852,Bread,afternoon,weekday
7853,Coffee,evening,weekday
7853,Coffee,evening,weekday
7853,Tea,evening,weekday
7853,Cake,evening,weekday
7853,Scone,evening,weekday
7853,Cookies,evening,weekday
7854,Coffee,morning,weekday
7855,Coffee,morning,weekday
7856,Coffee,morning,weekday
7857,Bread,morning,weekday
7858,Coffee,morning,weekday
7858,Bread,morning,weekday
7858,Pastry,morning,weekday
7859,Coffee,morning,weekday
7859,Bread,morning,weekday
7859,Spanish Brunch,morning,weekday
7860,Bread,morning,weekday
7860,Toast,morning,weekday
7861,Bread,morning,weekday
7862,Baguette,morning,weekday
7863,Coffee,morning,weekday
7863,Pastry,morning,weekday
7864,Hot chocolate,morning,weekday
7864,Tea,morning,weekday
7864,Cake,morning,weekday
7865,Coffee,morning,weekday
7865,Bread,morning,weekday
7866,Bread,morning,weekday
7866,Bread,morning,weekday
7866,Pastry,morning,weekday
7867,Coffee,morning,weekday
7868,Pastry,morning,weekday
7868,Pastry,morning,weekday
7869,Bread,morning,weekday
7869,Coffee,morning,weekday
7869,Coffee,morning,weekday
7869,Bread,morning,weekday
7869,Toast,morning,weekday
7870,Coffee,morning,weekday
7871,Bread,morning,weekday
7872,Coffee,morning,weekday
7873,Bread,morning,weekday
7873,Cookies,morning,weekday
7874,Medialuna,morning,weekday
7874,Bread,morning,weekday
7875,Tea,morning,weekday
7876,Coffee,morning,weekday
7876,Cake,morning,weekday
7876,Jam,morning,weekday
7876,Truffles,morning,weekday
7877,Coffee,morning,weekday
7877,Coffee,morning,weekday
7877,Juice,morning,weekday
7877,Pastry,morning,weekday
7877,Cookies,morning,weekday
7878,Coffee,morning,weekday
7878,Tiffin,morning,weekday
7878,Bread,morning,weekday
7879,Cake,morning,weekday
7879,Cookies,morning,weekday
7879,Cookies,morning,weekday
7879,Coffee,morning,weekday
7879,Coffee,morning,weekday
7879,Juice,morning,weekday
7880,Vegan Feast,morning,weekday
7880,Pastry,morning,weekday
7880,Coffee,morning,weekday
7880,Coffee,morning,weekday
7881,Coffee,morning,weekday
7881,Pastry,morning,weekday
7882,Coffee,morning,weekday
7882,Bread,morning,weekday
7883,Bread,morning,weekday
7883,Coffee,morning,weekday
7884,Bread,morning,weekday
7885,Coffee,morning,weekday
7885,Coffee,morning,weekday
7885,Medialuna,morning,weekday
7886,Coffee,morning,weekday
7887,Coffee,morning,weekday
7887,Tea,morning,weekday
7887,Tiffin,morning,weekday
7888,Bread,morning,weekday
7888,Bread,morning,weekday
7889,Brownie,morning,weekday
7890,Coffee,afternoon,weekday
7891,Tea,afternoon,weekday
7891,Sandwich,afternoon,weekday
7891,Sandwich,afternoon,weekday
7892,Coffee,afternoon,weekday
7892,Tiffin,afternoon,weekday
7893,Bread,afternoon,weekday
7893,Scone,afternoon,weekday
7894,Soup,afternoon,weekday
7894,Salad,afternoon,weekday
7894,Bread,afternoon,weekday
7895,Sandwich,afternoon,weekday
7895,Coke,afternoon,weekday
7896,Toast,afternoon,weekday
7896,Coffee,afternoon,weekday
7896,Bread,afternoon,weekday
7897,Cake,afternoon,weekday
7897,Sandwich,afternoon,weekday
7897,Sandwich,afternoon,weekday
7897,Coffee,afternoon,weekday
7898,Truffles,afternoon,weekday
7898,Soup,afternoon,weekday
7899,Vegan mincepie,afternoon,weekday
7899,Cookies,afternoon,weekday
7899,Tiffin,afternoon,weekday
7899,Bread,afternoon,weekday
7900,Cookies,afternoon,weekday
7901,Soup,afternoon,weekday
7902,Coffee,afternoon,weekday
7902,Spanish Brunch,afternoon,weekday
7903,Coffee,afternoon,weekday
7903,Scone,afternoon,weekday
7904,Bread,afternoon,weekday
7904,Coffee,afternoon,weekday
7904,Sandwich,afternoon,weekday
7905,Salad,afternoon,weekday
7905,Spanish Brunch,afternoon,weekday
7905,Coke,afternoon,weekday
7906,Coffee,afternoon,weekday
7906,Tea,afternoon,weekday
7906,Bread,afternoon,weekday
7906,Tiffin,afternoon,weekday
7906,Chicken Stew,afternoon,weekday
7907,Tea,afternoon,weekday
7907,Bread,afternoon,weekday
7907,Cake,afternoon,weekday
7908,Truffles,afternoon,weekday
7908,Mineral water,afternoon,weekday
7908,Bread,afternoon,weekday
7908,Scone,afternoon,weekday
7908,Spanish Brunch,afternoon,weekday
7909,Coffee,afternoon,weekday
7910,Truffles,afternoon,weekday
7910,Cake,afternoon,weekday
7911,Coffee,afternoon,weekday
7912,Coffee,afternoon,weekday
7912,Bread,afternoon,weekday
7913,Cookies,afternoon,weekday
7913,Tiffin,afternoon,weekday
7914,Tea,afternoon,weekday
7915,Medialuna,morning,weekend
7915,Medialuna,morning,weekend
7915,Coffee,morning,weekend
7916,Coffee,morning,weekend
7916,Toast,morning,weekend
7917,Baguette,morning,weekend
7917,Farm House,morning,weekend
7918,Medialuna,morning,weekend
7919,Cake,morning,weekend
7919,Bread,morning,weekend
7920,Bread,morning,weekend
7921,Coffee,morning,weekend
7921,Tea,morning,weekend
7922,The Nomad,morning,weekend
7922,Coffee,morning,weekend
7922,Medialuna,morning,weekend
7923,Duck egg,morning,weekend
7923,Tea,morning,weekend
7924,Coffee,morning,weekend
7924,Coffee,morning,weekend
7924,Scone,morning,weekend
7924,Bread,morning,weekend
7925,Scandinavian,morning,weekend
7925,Tea,morning,weekend
7925,Coffee,morning,weekend
7926,Scandinavian,morning,weekend
7926,Bread,morning,weekend
7927,Chocolates,morning,weekend
7927,Coffee,morning,weekend
7927,Coke,morning,weekend
7928,Coffee,morning,weekend
7928,Coffee,morning,weekend
7928,Bread,morning,weekend
7929,Tea,morning,weekend
7929,Tea,morning,weekend
7929,Juice,morning,weekend
7930,Scone,morning,weekend
7930,Pastry,morning,weekend
7930,Coffee,morning,weekend
7931,Coffee,morning,weekend
7931,Coffee,morning,weekend
7932,Baguette,morning,weekend
7933,Tea,morning,weekend
7933,Tea,morning,weekend
7933,Spanish Brunch,morning,weekend
7933,Fudge,morning,weekend
7933,Jam,morning,weekend
7934,Coffee,morning,weekend
7934,Spanish Brunch,morning,weekend
7934,Truffles,morning,weekend
7935,Scone,morning,weekend
7935,Cake,morning,weekend
7935,Scandinavian,morning,weekend
7936,Coffee,morning,weekend
7937,Sandwich,morning,weekend
7937,Coffee,morning,weekend
7938,Bread,morning,weekend
7938,Farm House,morning,weekend
7939,Bread,morning,weekend
7939,Toast,morning,weekend
7939,Cookies,morning,weekend
7940,Bread,morning,weekend
7941,Farm House,morning,weekend
7941,Coffee,morning,weekend
7941,Cookies,morning,weekend
7942,Spanish Brunch,morning,weekend
7942,Bread,morning,weekend
7942,Cake,morning,weekend
7942,Medialuna,morning,weekend
7942,Coffee,morning,weekend
7942,Brownie,morning,weekend
7943,Pastry,morning,weekend
7943,Coffee,morning,weekend
7943,Soup,morning,weekend
7943,Sandwich,morning,weekend
7944,Muffin,morning,weekend
7945,Tea,morning,weekend
7946,Tiffin,morning,weekend
7947,Bread,morning,weekend
7947,Coffee,morning,weekend
7948,Bread,morning,weekend
7949,Hot chocolate,morning,weekend
7949,Bread,morning,weekend
7949,Cookies,morning,weekend
7950,Bread,afternoon,weekend
7950,Juice,afternoon,weekend
7950,Cake,afternoon,weekend
7950,Jammie Dodgers,afternoon,weekend
7951,Scone,afternoon,weekend
7951,Bread,afternoon,weekend
7952,Tea,afternoon,weekend
7952,Bread,afternoon,weekend
7952,Hot chocolate,afternoon,weekend
7952,Tiffin,afternoon,weekend
7953,Coffee,afternoon,weekend
7953,Bread,afternoon,weekend
7954,Coffee,afternoon,weekend
7955,Cake,afternoon,weekend
7955,Granola,afternoon,weekend
7955,Coffee,afternoon,weekend
7955,Sandwich,afternoon,weekend
7955,Coffee,afternoon,weekend
7956,Scone,afternoon,weekend
7957,Pastry,afternoon,weekend
7957,Sandwich,afternoon,weekend
7958,Sandwich,afternoon,weekend
7958,Sandwich,afternoon,weekend
7958,Coffee,afternoon,weekend
7958,Coffee,afternoon,weekend
7959,Bread,afternoon,weekend
7959,Pastry,afternoon,weekend
7959,Cake,afternoon,weekend
7960,Pastry,afternoon,weekend
7961,Brownie,afternoon,weekend
7961,Drinking chocolate spoons ,afternoon,weekend
7961,Bread,afternoon,weekend
7961,Coffee,afternoon,weekend
7961,Sandwich,afternoon,weekend
7961,Sandwich,afternoon,weekend
7962,Coffee,afternoon,weekend
7962,Coffee,afternoon,weekend
7962,Sandwich,afternoon,weekend
7962,Sandwich,afternoon,weekend
7963,Jammie Dodgers,afternoon,weekend
7963,Bread,afternoon,weekend
7964,Tea,afternoon,weekend
7964,Cake,afternoon,weekend
7965,Coffee,afternoon,weekend
7965,Coffee,afternoon,weekend
7966,Tea,afternoon,weekend
7966,Juice,afternoon,weekend
7966,Muffin,afternoon,weekend
7966,Salad,afternoon,weekend
7967,Tea,afternoon,weekend
7967,Spanish Brunch,afternoon,weekend
7968,Spanish Brunch,afternoon,weekend
7968,Sandwich,afternoon,weekend
7968,Toast,afternoon,weekend
7968,Cake,afternoon,weekend
7968,Medialuna,afternoon,weekend
7968,Chicken Stew,afternoon,weekend
7969,Bread,afternoon,weekend
7970,Soup,afternoon,weekend
7970,Bread,afternoon,weekend
7971,Bread,afternoon,weekend
7971,Coffee,afternoon,weekend
7971,Juice,afternoon,weekend
7971,Scone,afternoon,weekend
7972,Coffee,afternoon,weekend
7972,Toast,afternoon,weekend
7972,Scone,afternoon,weekend
7973,Bread,afternoon,weekend
7974,Bread,afternoon,weekend
7974,Bread,afternoon,weekend
7974,Cake,afternoon,weekend
7975,Brownie,afternoon,weekend
7975,Coke,afternoon,weekend
7976,Coffee,afternoon,weekend
7976,Sandwich,afternoon,weekend
7977,Bread,afternoon,weekend
7977,Jammie Dodgers,afternoon,weekend
7977,Cake,afternoon,weekend
7978,Coffee,afternoon,weekend
7978,Bread,afternoon,weekend
7978,Scone,afternoon,weekend
7979,Coffee,afternoon,weekend
7979,Coffee,afternoon,weekend
7979,Scone,afternoon,weekend
7979,Cake,afternoon,weekend
7980,Sandwich,afternoon,weekend
7980,Coffee,afternoon,weekend
7980,Coffee,afternoon,weekend
7981,Argentina Night,afternoon,weekend
7981,Vegan Feast,afternoon,weekend
7982,Coffee,afternoon,weekend
7982,Cake,afternoon,weekend
7983,Cake,afternoon,weekend
7983,Tea,afternoon,weekend
7984,Tea,afternoon,weekend
7984,Cake,afternoon,weekend
7984,Scone,afternoon,weekend
7985,Bread,afternoon,weekend
7986,Bread,afternoon,weekend
7987,Coffee,afternoon,weekend
7988,Coffee,afternoon,weekend
7988,Cake,afternoon,weekend
7989,Coffee,afternoon,weekend
7990,Coffee,evening,weekend
7991,Bread,evening,weekend
7991,Juice,evening,weekend
7991,Muffin,evening,weekend
7991,Cookies,evening,weekend
7992,The Nomad,evening,weekend
7992,Duck egg,evening,weekend
7992,Coffee,evening,weekend
7992,Coffee,evening,weekend
7992,Tea,evening,weekend
7993,Coffee,evening,weekend
7993,Muffin,evening,weekend
7994,Hot chocolate,evening,weekend
7994,Coffee,evening,weekend
7994,Scone,evening,weekend
7994,Cake,evening,weekend
7995,Coffee,morning,weekend
7995,Pastry,morning,weekend
7996,Coffee,morning,weekend
7996,Pastry,morning,weekend
7997,Scone,morning,weekend
7997,Bread,morning,weekend
7998,Bread,morning,weekend
7999,Coffee,morning,weekend
7999,Sandwich,morning,weekend
7999,Brownie,morning,weekend
8000,Coffee,morning,weekend
8000,Cake,morning,weekend
8001,Scone,morning,weekend
8001,Coffee,morning,weekend
8001,Coffee,morning,weekend
8001,Spanish Brunch,morning,weekend
8002,Coffee,morning,weekend
8002,Coffee,morning,weekend
8003,Bread,morning,weekend
8003,Coffee,morning,weekend
8004,Coffee,morning,weekend
8004,Spanish Brunch,morning,weekend
8005,Spanish Brunch,morning,weekend
8005,Coffee,morning,weekend
8006,Bread,morning,weekend
8007,Cake,morning,weekend
8007,Muffin,morning,weekend
8007,Vegan Feast,morning,weekend
8008,Bread,morning,weekend
8008,Bread,morning,weekend
8008,Brownie,morning,weekend
8009,Coffee,morning,weekend
8010,Bread,afternoon,weekend
8010,Coffee,afternoon,weekend
8011,Coffee,afternoon,weekend
8011,Coffee,afternoon,weekend
8011,Bread,afternoon,weekend
8011,Hot chocolate,afternoon,weekend
8011,Cake,afternoon,weekend
8011,Cake,afternoon,weekend
8011,Vegan mincepie,afternoon,weekend
8011,Bread,afternoon,weekend
8012,Tea,afternoon,weekend
8012,Muffin,afternoon,weekend
8012,Jammie Dodgers,afternoon,weekend
